time,tls,phase,qi,qj,ai
585,B0,0,130,86,90
585,B0,1,8,17,10
585,B0,2,103,62,60
585,B0,3,8,17,10
585,B2,0,130,70,324
585,B2,1,0,7,36
585,B2,2,105,57,216
585,B2,3,0,7,36
585,C1,0,147,67,468
585,C1,1,0,31,52
585,C1,2,152,62,312
585,C1,3,0,31,52
586,A1,0,153,79,396
586,A1,1,7,20,44
586,A1,2,86,64,264
586,A1,3,7,20,44
586,B0,0,131,85,108
586,B0,1,8,15,12
586,B0,2,103,61,72
586,B0,3,8,15,12
586,B2,0,131,71,342
586,B2,1,0,7,38
586,B2,2,108,57,228
586,B2,3,0,7,38
587,A1,0,146,74,414
587,A1,1,7,19,46
587,A1,2,87,60,276
587,A1,3,7,19,46
587,B0,0,123,89,126
587,B0,1,7,17,14
587,B0,2,102,63,84
587,B0,3,7,17,14
587,B2,0,132,69,360
587,B2,1,0,7,40
587,B2,2,108,56,240
587,B2,3,0,7,40
588,A1,0,143,79,432
588,A1,1,7,18,48
588,A1,2,89,63,288
588,A1,3,7,18,48
588,B0,0,125,86,144
588,B0,1,7,17,16
588,B0,2,103,62,96
588,B0,3,7,17,16
588,B2,0,132,70,378
588,B2,1,0,7,42
588,B2,2,108,57,252
588,B2,3,0,7,42
589,A1,0,143,82,450
589,A1,1,7,18,50
589,A1,2,89,65,300
589,A1,3,7,18,50
589,B0,0,124,89,162
589,B0,1,7,17,18
589,B0,2,103,64,108
589,B0,3,7,17,18
589,B2,0,131,70,396
589,B2,1,0,8,44
589,B2,2,108,57,264
589,B2,3,0,8,44
590,A1,0,145,85,468
590,A1,1,8,18,52
590,A1,2,91,66,312
590,A1,3,8,18,52
590,B0,0,125,92,180
590,B0,1,8,18,20
590,B0,2,104,66,120
590,B0,3,8,18,20
590,B2,0,125,71,414
590,B2,1,0,7,46
590,B2,2,108,57,276
590,B2,3,0,7,46
591,B0,0,127,91,198
591,B0,1,9,19,22
591,B0,2,106,66,132
591,B0,3,9,19,22
591,B2,0,122,72,432
591,B2,1,0,7,48
591,B2,2,108,58,288
591,B2,3,0,7,48
592,B0,0,120,93,216
592,B0,1,8,20,24
592,B0,2,105,68,144
592,B0,3,8,20,24
592,B2,0,126,76,450
592,B2,1,0,8,50
592,B2,2,111,60,300
592,B2,3,0,8,50
593,B0,0,118,91,234
593,B0,1,9,18,26
593,B0,2,106,66,156
593,B0,3,9,18,26
593,B2,0,130,74,468
593,B2,1,0,8,52
593,B2,2,111,59,312
593,B2,3,0,8,52
594,B0,0,113,92,252
594,B0,1,8,19,28
594,B0,2,106,67,168
594,B0,3,8,19,28
595,B0,0,112,92,270
595,B0,1,6,19,30
595,B0,2,107,67,180
595,B0,3,6,19,30
596,B0,0,110,96,288
596,B0,1,4,20,32
596,B0,2,105,70,192
596,B0,3,4,20,32
597,B0,0,108,95,306
597,B0,1,2,19,34
597,B0,2,103,69,204
597,B0,3,2,19,34
598,B0,0,102,95,324
598,B0,1,1,19,36
598,B0,2,102,69,216
598,B0,3,1,19,36
598,B1,0,233,273,26
598,B1,1,0,0,0
598,B1,2,293,280,26
598,B1,3,0,0,0
599,B0,0,99,97,342
599,B0,1,0,20,38
599,B0,2,104,71,228
599,B0,3,0,20,38
599,B1,0,241,278,52
599,B1,1,0,0,0
599,B1,2,293,285,52
599,B1,3,0,0,0
600,B0,0,100,96,360
600,B0,1,0,20,40
600,B0,2,104,70,240
600,B0,3,0,20,40
600,B1,0,238,277,78
600,B1,1,0,0,0
600,B1,2,297,284,78
600,B1,3,0,0,0
600,C1,0,143,79,18
600,C1,1,0,34,2
600,C1,2,152,73,12
600,C1,3,0,34,2
601,B0,0,100,101,378
601,B0,1,0,21,42
601,B0,2,104,74,252
601,B0,3,0,21,42
601,B1,0,248,275,104
601,B1,1,0,0,0
601,B1,2,299,281,104
601,B1,3,0,0,0
602,B0,0,104,99,396
602,B0,1,0,19,44
602,B0,2,107,71,264
602,B0,3,0,19,44
602,B1,0,245,278,130
602,B1,1,0,0,0
602,B1,2,297,282,130
602,B1,3,0,0,0
603,B0,0,104,102,414
603,B0,1,0,22,46
603,B0,2,107,74,276
603,B0,3,0,22,46
603,B1,0,253,274,156
603,B1,1,0,0,0
603,B1,2,297,277,156
603,B1,3,0,0,0
604,B0,0,105,100,432
604,B0,1,0,21,48
604,B0,2,107,72,288
604,B0,3,0,21,48
604,B1,0,243,272,182
604,B1,1,0,0,0
604,B1,2,292,274,182
604,B1,3,0,0,0
605,A1,0,154,105,18
605,A1,1,10,15,2
605,A1,2,113,78,12
605,A1,3,10,15,2
605,B0,0,111,103,450
605,B0,1,0,22,50
605,B0,2,107,75,300
605,B0,3,0,22,50
605,B1,0,258,271,208
605,B1,1,0,0,0
605,B1,2,296,272,208
605,B1,3,0,0,0
606,A1,0,150,107,36
606,A1,1,11,15,4
606,A1,2,115,79,24
606,A1,3,11,15,4
606,B0,0,114,105,468
606,B0,1,0,23,52
606,B0,2,107,77,312
606,B0,3,0,23,52
606,B1,0,263,270,234
606,B1,1,0,0,0
606,B1,2,296,270,234
606,B1,3,0,0,0
607,A1,0,156,107,54
607,A1,1,11,15,6
607,A1,2,115,79,36
607,A1,3,11,15,6
607,B1,0,266,268,260
607,B1,1,0,0,0
607,B1,2,298,267,260
607,B1,3,0,0,0
608,A1,0,159,105,72
608,A1,1,11,14,8
608,A1,2,114,77,48
608,A1,3,11,14,8
608,B1,0,270,267,286
608,B1,1,0,0,0
608,B1,2,296,264,286
608,B1,3,0,0,0
608,B2,0,134,84,18
608,B2,1,0,15,2
608,B2,2,111,68,12
608,B2,3,0,15,2
609,A1,0,162,105,90
609,A1,1,11,13,10
609,A1,2,113,76,60
609,A1,3,11,13,10
609,B1,0,272,265,312
609,B1,1,0,0,0
609,B1,2,291,261,312
609,B1,3,0,0,0
609,B2,0,139,83,36
609,B2,1,1,16,4
609,B2,2,112,68,24
609,B2,3,1,16,4
610,A1,0,162,108,108
610,A1,1,11,14,12
610,A1,2,114,78,72
610,A1,3,11,14,12
610,B1,0,278,265,338
610,B1,1,0,0,0
610,B1,2,296,261,338
610,B1,3,0,0,0
610,B2,0,130,84,54
610,B2,1,0,16,6
610,B2,2,111,68,36
610,B2,3,0,16,6
611,A1,0,162,110,126
611,A1,1,11,14,14
611,A1,2,114,79,84
611,A1,3,11,14,14
611,B1,0,274,263,364
611,B1,1,0,0,0
611,B1,2,302,258,364
611,B1,3,0,0,0
611,B2,0,133,81,72
611,B2,1,0,17,8
611,B2,2,111,67,48
611,B2,3,0,17,8
612,A1,0,164,112,144
612,A1,1,12,15,16
612,A1,2,113,81,96
612,A1,3,12,15,16
612,B1,0,273,263,390
612,B1,1,0,0,0
612,B1,2,307,255,390
612,B1,3,0,0,0
612,B2,0,136,80,90
612,B2,1,0,17,10
612,B2,2,111,67,60
612,B2,3,0,17,10
613,A1,0,162,109,162
613,A1,1,10,15,18
613,A1,2,111,80,108
613,A1,3,10,15,18
613,B1,0,276,262,416
613,B1,1,0,0,0
613,B1,2,313,253,416
613,B1,3,0,0,0
613,B2,0,132,80,108
613,B2,1,0,17,12
613,B2,2,111,67,72
613,B2,3,0,17,12
614,A1,0,160,109,180
614,A1,1,10,15,20
614,A1,2,111,80,120
614,A1,3,10,15,20
614,B1,0,281,264,442
614,B1,1,0,0,0
614,B1,2,316,254,442
614,B1,3,0,0,0
614,B2,0,129,81,126
614,B2,1,0,18,14
614,B2,2,111,68,84
614,B2,3,0,18,14
615,A1,0,162,107,198
615,A1,1,11,15,22
615,A1,2,113,79,132
615,A1,3,11,15,22
615,B1,0,290,263,468
615,B1,1,0,0,0
615,B1,2,316,252,468
615,B1,3,0,0,0
615,B2,0,123,81,144
615,B2,1,0,19,16
615,B2,2,111,69,96
615,B2,3,0,19,16
615,C1,0,175,81,18
615,C1,1,7,35,2
615,C1,2,107,76,12
615,C1,3,7,35,2
616,A1,0,160,107,216
616,A1,1,10,15,24
616,A1,2,116,79,144
616,A1,3,10,15,24
616,B1,0,293,263,494
616,B1,1,0,0,0
616,B1,2,314,252,494
616,B1,3,0,0,0
616,B2,0,127,85,162
616,B2,1,0,20,18
616,B2,2,111,71,108
616,B2,3,0,20,18
617,A1,0,160,105,234
617,A1,1,10,14,26
617,A1,2,116,77,156
617,A1,3,10,14,26
617,B1,0,301,264,520
617,B1,1,0,0,0
617,B1,2,304,252,520
617,B1,3,0,0,0
617,B2,0,127,87,180
617,B2,1,0,21,20
617,B2,2,111,73,120
617,B2,3,0,21,20
618,A1,0,162,107,252
618,A1,1,11,12,28
618,A1,2,117,77,168
618,A1,3,11,12,28
618,B1,0,310,263,546
618,B1,1,0,0,0
618,B1,2,300,251,546
618,B1,3,0,0,0
618,B2,0,137,90,198
618,B2,1,0,22,22
618,B2,2,111,75,132
618,B2,3,0,22,22
619,A1,0,160,106,270
619,A1,1,10,12,30
619,A1,2,117,76,180
619,A1,3,10,12,30
619,B2,0,141,89,216
619,B2,1,0,21,24
619,B2,2,111,74,144
619,B2,3,0,21,24
620,A1,0,160,106,288
620,A1,1,10,12,32
620,A1,2,117,76,192
620,A1,3,10,12,32
620,B2,0,143,89,234
620,B2,1,0,21,26
620,B2,2,111,74,156
620,B2,3,0,21,26
621,A1,0,160,107,306
621,A1,1,10,11,34
621,A1,2,117,76,204
621,A1,3,10,11,34
621,B0,0,125,118,18
621,B0,1,0,30,2
621,B0,2,117,89,12
621,B0,3,0,30,2
621,B2,0,143,91,252
621,B2,1,0,21,28
621,B2,2,111,75,168
621,B2,3,0,21,28
622,A1,0,160,107,324
622,A1,1,9,11,36
622,A1,2,116,76,216
622,A1,3,9,11,36
622,B2,0,143,90,270
622,B2,1,0,20,30
622,B2,2,111,74,180
622,B2,3,0,20,30
623,A1,0,158,107,342
623,A1,1,9,11,38
623,A1,2,116,76,228
623,A1,3,9,11,38
623,B2,0,145,92,288
623,B2,1,1,21,32
623,B2,2,112,76,192
623,B2,3,1,21,32
624,A1,0,158,106,360
624,A1,1,9,11,40
624,A1,2,116,75,240
624,A1,3,9,11,40
624,B2,0,136,91,306
624,B2,1,0,19,34
624,B2,2,111,74,204
624,B2,3,0,19,34
625,A1,0,158,107,378
625,A1,1,9,12,42
625,A1,2,116,76,252
625,A1,3,9,12,42
625,B2,0,136,93,324
625,B2,1,0,21,36
625,B2,2,111,76,216
625,B2,3,0,21,36
626,A1,0,162,108,396
626,A1,1,11,13,44
626,A1,2,118,77,264
626,A1,3,11,13,44
626,B2,0,139,90,342
626,B2,1,0,19,38
626,B2,2,111,74,228
626,B2,3,0,19,38
627,A1,0,160,111,414
627,A1,1,10,14,46
627,A1,2,117,79,276
627,A1,3,10,14,46
627,B2,0,138,88,360
627,B2,1,0,18,40
627,B2,2,111,72,240
627,B2,3,0,18,40
628,A1,0,160,113,432
628,A1,1,10,14,48
628,A1,2,117,81,288
628,A1,3,10,14,48
628,B2,0,134,91,378
628,B2,1,0,20,42
628,B2,2,111,74,252
628,B2,3,0,20,42
629,A1,0,160,113,450
629,A1,1,10,14,50
629,A1,2,117,81,300
629,A1,3,10,14,50
629,B2,0,139,90,396
629,B2,1,0,16,44
629,B2,2,114,72,264
629,B2,3,0,16,44
630,A1,0,160,111,468
630,A1,1,10,14,52
630,A1,2,117,79,312
630,A1,3,10,14,52
630,B2,0,144,87,414
630,B2,1,1,18,46
630,B2,2,115,71,276
630,B2,3,1,18,46
630,C1,0,151,81,18
630,C1,1,0,35,2
630,C1,2,82,76,12
630,C1,3,0,35,2
631,B2,0,142,88,432
631,B2,1,0,17,48
631,B2,2,117,71,288
631,B2,3,0,17,48
631,C1,0,151,82,36
631,C1,1,0,34,4
631,C1,2,82,76,24
631,C1,3,0,34,4
632,B2,0,139,86,450
632,B2,1,0,17,50
632,B2,2,117,70,300
632,B2,3,0,17,50
632,C1,0,151,81,54
632,C1,1,0,34,6
632,C1,2,81,75,36
632,C1,3,0,34,6
633,B1,0,277,247,26
633,B1,1,0,0,0
633,B1,2,306,234,26
633,B1,3,0,0,0
633,B2,0,140,89,468
633,B2,1,0,17,52
633,B2,2,117,72,312
633,B2,3,0,17,52
633,C1,0,151,79,72
633,C1,1,0,34,8
633,C1,2,85,74,48
633,C1,3,0,34,8
634,C1,0,151,79,90
634,C1,1,0,34,10
634,C1,2,81,74,60
634,C1,3,0,34,10
635,C1,0,151,76,108
635,C1,1,0,32,12
635,C1,2,86,71,72
635,C1,3,0,32,12
636,B0,0,155,101,18
636,B0,1,5,28,2
636,B0,2,99,77,12
636,B0,3,5,28,2
636,C1,0,153,75,126
636,C1,1,1,32,14
636,C1,2,91,70,84
636,C1,3,1,32,14
637,C1,0,153,79,144
637,C1,1,1,33,16
637,C1,2,91,73,96
637,C1,3,1,33,16
638,C1,0,155,78,162
638,C1,1,2,33,18
638,C1,2,98,72,108
638,C1,3,2,33,18
639,C1,0,155,79,180
639,C1,1,2,33,20
639,C1,2,95,73,120
639,C1,3,2,33,20
640,C1,0,157,79,198
640,C1,1,3,33,22
640,C1,2,96,73,132
640,C1,3,3,33,22
641,C1,0,159,79,216
641,C1,1,4,32,24
641,C1,2,100,73,144
641,C1,3,4,32,24
642,C1,0,159,77,234
642,C1,1,4,31,26
642,C1,2,96,70,156
642,C1,3,4,31,26
643,C1,0,161,77,252
643,C1,1,5,32,28
643,C1,2,97,71,168
643,C1,3,5,32,28
644,C1,0,161,78,270
644,C1,1,5,33,30
644,C1,2,100,73,180
644,C1,3,5,33,30
645,A1,0,150,109,18
645,A1,1,5,13,2
645,A1,2,113,79,12
645,A1,3,5,13,2
645,C1,0,163,78,288
645,C1,1,6,34,32
645,C1,2,95,73,192
645,C1,3,6,34,32
646,A1,0,150,109,36
646,A1,1,5,13,4
646,A1,2,113,79,24
646,A1,3,5,13,4
646,C1,0,165,80,306
646,C1,1,7,35,34
646,C1,2,96,75,204
646,C1,3,7,35,34
647,A1,0,152,108,54
647,A1,1,6,13,6
647,A1,2,114,78,36
647,A1,3,6,13,6
647,C1,0,165,81,324
647,C1,1,7,35,36
647,C1,2,101,76,216
647,C1,3,7,35,36
648,A1,0,152,105,72
648,A1,1,6,12,8
648,A1,2,117,76,48
648,A1,3,6,12,8
648,B1,0,260,252,26
648,B1,1,0,0,0
648,B1,2,307,242,26
648,B1,3,0,0,0
648,B2,0,132,91,18
648,B2,1,0,16,2
648,B2,2,117,72,12
648,B2,3,0,16,2
648,C1,0,167,82,342
648,C1,1,8,35,38
648,C1,2,106,76,228
648,C1,3,8,35,38
649,A1,0,154,109,90
649,A1,1,7,14,10
649,A1,2,118,79,60
649,A1,3,7,14,10
649,B1,0,261,250,52
649,B1,1,0,0,0
649,B1,2,311,243,52
649,B1,3,0,0,0
649,B2,0,135,92,36
649,B2,1,0,17,4
649,B2,2,117,73,24
649,B2,3,0,17,4
649,C1,0,169,82,360
649,C1,1,9,35,40
649,C1,2,111,76,240
649,C1,3,9,35,40
650,A1,0,154,111,108
650,A1,1,7,14,12
650,A1,2,118,80,72
650,A1,3,7,14,12
650,B1,0,266,254,78
650,B1,1,0,0,0
650,B1,2,311,246,78
650,B1,3,0,0,0
650,B2,0,135,92,54
650,B2,1,0,17,6
650,B2,2,117,73,36
650,B2,3,0,17,6
650,C1,0,171,83,378
650,C1,1,10,35,42
650,C1,2,113,76,252
650,C1,3,10,35,42
651,A1,0,156,104,126
651,A1,1,8,12,14
651,A1,2,119,75,84
651,A1,3,8,12,14
651,B0,0,129,95,18
651,B0,1,0,25,2
651,B0,2,96,72,12
651,B0,3,0,25,2
651,B1,0,265,258,104
651,B1,1,0,0,0
651,B1,2,304,250,104
651,B1,3,0,0,0
651,B2,0,135,91,72
651,B2,1,0,16,8
651,B2,2,117,72,48
651,B2,3,0,16,8
651,C1,0,169,83,396
651,C1,1,9,35,44
651,C1,2,116,76,264
651,C1,3,9,35,44
652,A1,0,156,109,144
652,A1,1,8,13,16
652,A1,2,119,79,96
652,A1,3,8,13,16
652,B0,0,128,98,36
652,B0,1,0,26,4
652,B0,2,97,75,24
652,B0,3,0,26,4
652,B1,0,273,260,130
652,B1,1,0,0,0
652,B1,2,312,253,130
652,B1,3,0,0,0
652,B2,0,138,91,90
652,B2,1,0,16,10
652,B2,2,117,72,60
652,B2,3,0,16,10
652,C1,0,171,83,414
652,C1,1,10,35,46
652,C1,2,120,76,276
652,C1,3,10,35,46
653,A1,0,156,111,162
653,A1,1,8,13,18
653,A1,2,119,80,108
653,A1,3,8,13,18
653,B0,0,126,96,54
653,B0,1,0,26,6
653,B0,2,97,73,36
653,B0,3,0,26,6
653,B1,0,267,262,156
653,B1,1,0,0,0
653,B1,2,312,256,156
653,B1,3,0,0,0
653,B2,0,142,93,108
653,B2,1,0,16,12
653,B2,2,117,73,72
653,B2,3,0,16,12
653,C1,0,173,84,432
653,C1,1,11,35,48
653,C1,2,125,76,288
653,C1,3,11,35,48
654,A1,0,156,111,180
654,A1,1,7,13,20
654,A1,2,118,80,120
654,A1,3,7,13,20
654,B0,0,128,96,72
654,B0,1,1,25,8
654,B0,2,103,73,48
654,B0,3,1,25,8
654,B1,0,268,268,182
654,B1,1,0,0,0
654,B1,2,312,262,182
654,B1,3,0,0,0
654,B2,0,143,93,126
654,B2,1,0,16,14
654,B2,2,117,73,84
654,B2,3,0,16,14
654,C1,0,173,84,450
654,C1,1,11,35,50
654,C1,2,129,76,300
654,C1,3,11,35,50
655,A1,0,152,112,198
655,A1,1,6,14,22
655,A1,2,117,81,132
655,A1,3,6,14,22
655,B0,0,128,97,90
655,B0,1,1,25,10
655,B0,2,103,74,60
655,B0,3,1,25,10
655,B1,0,271,269,208
655,B1,1,0,0,0
655,B1,2,314,263,208
655,B1,3,0,0,0
655,B2,0,140,94,144
655,B2,1,0,16,16
655,B2,2,117,73,96
655,B2,3,0,16,16
655,C1,0,175,84,468
655,C1,1,12,35,52
655,C1,2,131,76,312
655,C1,3,12,35,52
656,A1,0,150,112,216
656,A1,1,5,14,24
656,A1,2,116,81,144
656,A1,3,5,14,24
656,B0,0,131,103,108
656,B0,1,1,27,12
656,B0,2,101,78,72
656,B0,3,1,27,12
656,B1,0,278,269,234
656,B1,1,0,0,0
656,B1,2,309,265,234
656,B1,3,0,0,0
656,B2,0,144,93,162
656,B2,1,0,16,18
656,B2,2,117,73,108
656,B2,3,0,16,18
657,A1,0,148,106,234
657,A1,1,4,13,26
657,A1,2,115,77,156
657,A1,3,4,13,26
657,B0,0,132,104,126
657,B0,1,2,28,14
657,B0,2,105,80,84
657,B0,3,2,28,14
657,B1,0,282,272,260
657,B1,1,0,0,0
657,B1,2,306,268,260
657,B1,3,0,0,0
657,B2,0,144,91,180
657,B2,1,0,14,20
657,B2,2,117,71,120
657,B2,3,0,14,20
658,A1,0,148,105,252
658,A1,1,4,12,28
658,A1,2,115,75,168
658,A1,3,4,12,28
658,B0,0,128,107,144
658,B0,1,2,28,16
658,B0,2,107,82,96
658,B0,3,2,28,16
658,B1,0,289,274,286
658,B1,1,0,0,0
658,B1,2,301,271,286
658,B1,3,0,0,0
658,B2,0,143,93,198
658,B2,1,0,16,22
658,B2,2,117,73,132
658,B2,3,0,16,22
659,A1,0,150,106,270
659,A1,1,5,13,30
659,A1,2,116,76,180
659,A1,3,5,13,30
659,B0,0,134,112,162
659,B0,1,3,29,18
659,B0,2,108,85,108
659,B0,3,3,29,18
659,B1,0,292,275,312
659,B1,1,0,0,0
659,B1,2,303,272,312
659,B1,3,0,0,0
659,B2,0,135,93,216
659,B2,1,0,15,24
659,B2,2,117,72,144
659,B2,3,0,15,24
660,A1,0,152,110,288
660,A1,1,6,14,32
660,A1,2,117,79,192
660,A1,3,6,14,32
660,B0,0,134,114,180
660,B0,1,3,29,20
660,B0,2,109,86,120
660,B0,3,3,29,20
660,B1,0,292,277,338
660,B1,1,0,0,0
660,B1,2,308,274,338
660,B1,3,0,0,0
660,B2,0,131,90,234
660,B2,1,0,15,26
660,B2,2,117,71,156
660,B2,3,0,15,26
661,A1,0,152,110,306
661,A1,1,6,14,34
661,A1,2,117,80,204
661,A1,3,6,14,34
661,B0,0,136,116,198
661,B0,1,4,30,22
661,B0,2,110,88,132
661,B0,3,4,30,22
661,B1,0,295,277,364
661,B1,1,0,0,0
661,B1,2,311,275,364
661,B1,3,0,0,0
661,B2,0,131,89,252
661,B2,1,0,14,28
661,B2,2,117,70,168
661,B2,3,0,14,28
662,A1,0,154,110,324
662,A1,1,7,14,36
662,A1,2,118,80,216
662,A1,3,7,14,36
662,B0,0,137,117,216
662,B0,1,5,29,24
662,B0,2,109,88,144
662,B0,3,5,29,24
662,B1,0,297,276,390
662,B1,1,0,0,0
662,B1,2,308,275,390
662,B1,3,0,0,0
662,B2,0,137,91,270
662,B2,1,1,16,30
662,B2,2,118,72,180
662,B2,3,1,16,30
663,A1,0,154,110,342
663,A1,1,7,14,38
663,A1,2,118,80,228
663,A1,3,7,14,38
663,B0,0,134,118,234
663,B0,1,5,28,26
663,B0,2,110,88,156
663,B0,3,5,28,26
663,B1,0,297,278,416
663,B1,1,0,0,0
663,B1,2,311,278,416
663,B1,3,0,0,0
663,B2,0,138,92,288
663,B2,1,0,17,32
663,B2,2,117,73,192
663,B2,3,0,17,32
664,A1,0,156,110,360
664,A1,1,8,14,40
664,A1,2,119,80,240
664,A1,3,8,14,40
664,B0,0,136,117,252
664,B0,1,6,27,28
664,B0,2,114,87,168
664,B0,3,6,27,28
664,B1,0,299,277,442
664,B1,1,0,0,0
664,B1,2,312,275,442
664,B1,3,0,0,0
664,B2,0,139,96,306
664,B2,1,0,19,34
664,B2,2,117,76,204
664,B2,3,0,19,34
665,A1,0,154,111,378
665,A1,1,7,15,42
665,A1,2,118,81,252
665,A1,3,7,15,42
665,B0,0,139,121,270
665,B0,1,8,29,30
665,B0,2,117,90,180
665,B0,3,8,29,30
665,B1,0,303,277,468
665,B1,1,0,0,0
665,B1,2,309,275,468
665,B1,3,0,0,0
665,B2,0,140,96,324
665,B2,1,0,19,36
665,B2,2,117,76,216
665,B2,3,0,19,36
666,A1,0,154,109,396
666,A1,1,7,14,44
666,A1,2,118,79,264
666,A1,3,7,14,44
666,B0,0,138,121,288
666,B0,1,7,28,32
666,B0,2,120,90,192
666,B0,3,7,28,32
666,B1,0,306,279,494
666,B1,1,0,0,0
666,B1,2,304,275,494
666,B1,3,0,0,0
666,B2,0,141,97,342
666,B2,1,0,20,38
666,B2,2,117,77,228
666,B2,3,0,20,38
667,A1,0,156,106,414
667,A1,1,8,12,46
667,A1,2,119,76,276
667,A1,3,8,12,46
667,B0,0,143,123,306
667,B0,1,8,28,34
667,B0,2,122,91,204
667,B0,3,8,28,34
667,B1,0,311,281,520
667,B1,1,0,0,0
667,B1,2,292,278,520
667,B1,3,0,0,0
667,B2,0,140,98,360
667,B2,1,0,21,40
667,B2,2,117,78,240
667,B2,3,0,21,40
668,A1,0,151,107,432
668,A1,1,7,12,48
668,A1,2,118,77,288
668,A1,3,7,12,48
668,B0,0,147,122,324
668,B0,1,10,28,36
668,B0,2,125,90,216
668,B0,3,10,28,36
668,B2,0,136,96,378
668,B2,1,0,20,42
668,B2,2,117,76,252
668,B2,3,0,20,42
669,A1,0,147,109,450
669,A1,1,7,14,50
669,A1,2,118,79,300
669,A1,3,7,14,50
669,B0,0,147,120,342
669,B0,1,10,26,38
669,B0,2,124,88,228
669,B0,3,10,26,38
669,B2,0,132,94,396
669,B2,1,0,19,44
669,B2,2,117,75,264
669,B2,3,0,19,44
670,A1,0,147,111,468
670,A1,1,7,14,52
670,A1,2,118,80,312
670,A1,3,7,14,52
670,B0,0,144,119,360
670,B0,1,10,26,40
670,B0,2,125,86,240
670,B0,3,10,26,40
670,B2,0,124,94,414
670,B2,1,0,19,46
670,B2,2,117,75,276
670,B2,3,0,19,46
670,C1,0,169,88,18
670,C1,1,9,35,2
670,C1,2,135,77,12
670,C1,3,9,35,2
671,B0,0,140,113,378
671,B0,1,10,25,42
671,B0,2,125,82,252
671,B0,3,10,25,42
671,B2,0,124,93,432
671,B2,1,0,18,48
671,B2,2,117,74,288
671,B2,3,0,18,48
671,C1,0,167,88,36
671,C1,1,8,35,4
671,C1,2,134,77,24
671,C1,3,8,35,4
672,B0,0,145,109,396
672,B0,1,11,23,44
672,B0,2,126,78,264
672,B0,3,11,23,44
672,B2,0,130,92,450
672,B2,1,1,17,50
672,B2,2,118,73,300
672,B2,3,1,17,50
672,C1,0,167,88,54
672,C1,1,8,35,6
672,C1,2,135,77,36
672,C1,3,8,35,6
673,B0,0,147,104,414
673,B0,1,12,20,46
673,B0,2,127,72,276
673,B0,3,12,20,46
673,B2,0,125,92,468
673,B2,1,0,17,52
673,B2,2,117,73,312
673,B2,3,0,17,52
673,C1,0,167,89,72
673,C1,1,8,35,8
673,C1,2,132,77,48
673,C1,3,8,35,8
674,B0,0,150,103,432
674,B0,1,12,17,48
674,B0,2,127,69,288
674,B0,3,12,17,48
674,C1,0,169,89,90
674,C1,1,9,35,10
674,C1,2,132,77,60
674,C1,3,9,35,10
675,B0,0,152,101,450
675,B0,1,13,16,50
675,B0,2,128,67,300
675,B0,3,13,16,50
675,C1,0,171,89,108
675,C1,1,10,35,12
675,C1,2,137,77,72
675,C1,3,10,35,12
676,B0,0,147,100,468
676,B0,1,14,15,52
676,B0,2,129,65,312
676,B0,3,14,15,52
676,C1,0,173,87,126
676,C1,1,11,34,14
676,C1,2,143,75,84
676,C1,3,11,34,14
677,C1,0,173,87,144
677,C1,1,11,34,16
677,C1,2,143,75,96
677,C1,3,11,34,16
678,C1,0,175,89,162
678,C1,1,12,35,18
678,C1,2,148,77,108
678,C1,3,12,35,18
679,C1,0,175,89,180
679,C1,1,12,35,20
679,C1,2,148,77,120
679,C1,3,12,35,20
680,C1,0,175,89,198
680,C1,1,12,35,22
680,C1,2,152,77,132
680,C1,3,12,35,22
681,C1,0,177,89,216
681,C1,1,13,35,24
681,C1,2,153,77,144
681,C1,3,13,35,24
682,B1,0,219,293,26
682,B1,1,0,0,0
682,B1,2,309,292,26
682,B1,3,0,0,0
682,C1,0,177,89,234
682,C1,1,13,35,26
682,C1,2,156,77,156
682,C1,3,13,35,26
683,C1,0,179,89,252
683,C1,1,14,35,28
683,C1,2,157,77,168
683,C1,3,14,35,28
684,C1,0,181,87,270
684,C1,1,15,34,30
684,C1,2,161,75,180
684,C1,3,15,34,30
685,A1,0,147,113,18
685,A1,1,7,15,2
685,A1,2,121,82,12
685,A1,3,7,15,2
685,C1,0,181,88,288
685,C1,1,15,35,32
685,C1,2,161,76,192
685,C1,3,15,35,32
686,A1,0,149,114,36
686,A1,1,8,15,4
686,A1,2,122,83,24
686,A1,3,8,15,4
686,C1,0,181,89,306
686,C1,1,15,35,34
686,C1,2,162,77,204
686,C1,3,15,35,34
687,A1,0,146,115,54
687,A1,1,7,16,6
687,A1,2,124,84,36
687,A1,3,7,16,6
687,C1,0,181,89,324
687,C1,1,14,35,36
687,C1,2,162,77,216
687,C1,3,14,35,36
688,A1,0,146,113,72
688,A1,1,7,15,8
688,A1,2,124,82,48
688,A1,3,7,15,8
688,B2,0,136,91,18
688,B2,1,0,16,2
688,B2,2,120,72,12
688,B2,3,0,16,2
688,C1,0,177,89,342
688,C1,1,13,35,38
688,C1,2,160,77,228
688,C1,3,13,35,38
689,A1,0,146,112,90
689,A1,1,7,14,10
689,A1,2,124,81,60
689,A1,3,7,14,10
689,B2,0,139,91,36
689,B2,1,0,16,4
689,B2,2,120,72,24
689,B2,3,0,16,4
689,C1,0,177,89,360
689,C1,1,13,35,40
689,C1,2,159,77,240
689,C1,3,13,35,40
690,A1,0,146,113,108
690,A1,1,7,14,12
690,A1,2,125,82,72
690,A1,3,7,14,12
690,B2,0,135,90,54
690,B2,1,0,15,6
690,B2,2,120,71,36
